Sample_ID,Easting,Northing,Na2O_%,MgO_%,Al2O3_%,SiO2_%,P2O5_%,S_mgkg,Cl_mgkg,K2O_%,CaO_%,TiO2_%,MnO_%,Fe2O3_%,Sc_mgkg,V_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Cu_mgkg,Zn_mgkg,Ga_mgkg,Ge_mgkg,As_mgkg,Se_mgkg,Br_mgkg,Rb_mgkg,Sr_mgkg,Y_mgkg,Zr_mgkg,Nb_mgkg,Mo_mgkg,Nd_mgkg,Sm_mgkg,Yb_mgkg,Hf_mgkg,Ta_mgkg,W_mgkg,Tl_mgkg,Pb_mgkg,Bi_mgkg,Th_mgkg,U_mgkg,Ag_mgkg,Cd_mgkg,In_mgkg,Sn_mgkg,Sb_mgkg,Te_mgkg,I_mgkg,Cs_mgkg,Ba_mgkg,La_mgkg,Ce_mgkg,Au_ugkg,Pd_ugkg,Pt_ugkg
595089C,311842,176863,0.8,2.4,18.3,55,0.17,500,100,2.81,0.24,0.914,0.288,7.29,18.5,111,83.5,23.1,38.1,20.6,124.2,20.9,1,24.6,0.6,13.8,109.6,69.3,39.5,299.8,18,1.4,40.9,5.4,2.5,8.3,0.8,5,0.3,27.2,0.6,12.9,4.1,0.4,0.2,0.25,4.7,0.6,0.25,4.3,3,398,48,80,1.72,0.25,4.89
595090C,319352,186335,0.7,1.9,15.9,53,0.37,77,100,2.85,0.7,0.893,0.409,6.09,15.9,122.3,94.6,25.2,43.6,54.8,162.7,17.8,1.9,19.4,0.9,40.2,99.3,75.2,32.8,203.9,14.3,0.9,34.9,5.6,4.1,6,0.3,3,0.1,40.4,0.1,8.8,2.8,0.3,0.5,0.25,7.4,1.1,0.25,10.7,4,500,45,85,7.84,1.91,1.71
595091C,314107,187717,2,2.3,11,49,0.3,193,16,1.13,1.39,1.469,0.133,5.38,14,99.8,60.3,10.4,14.6,11.1,69.2,16.4,1.3,35.7,0.9,41.1,52,79.7,41.8,528.7,17.5,1.5,26.7,5.8,4.8,14.7,0.4,5.4,0.25,34.1,1,12.4,6.1,0.25,0.25,0.25,13.9,0.9,0.25,8.6,1,145,40,65,3.34,0.25,2.55
595092C,310437,170885,1,1.5,17,52,0.19,103,100,2.66,0.32,0.834,0.458,6.44,15.5,90.6,71.7,30.7,23.4,19.4,181.2,19.4,2.1,24.3,0.6,24.5,115.8,79.9,30.5,209.7,16.6,0.9,39.5,6.4,4.4,4.8,0.4,4.6,0.3,377,0.5,9.4,2,0.25,0.2,0.25,6.6,1.8,0.25,8.2,7,326,50,90,1.61,0.25,9.24
595093C,310404,171624,2.4,2.5,13.6,49,0.09,500,56,1.67,1.16,1.361,0.226,5.44,13.5,95.3,47.3,18.1,13.8,9,65.2,17.9,0.6,46.6,0.4,44,62,62,97.6,628,23,1.6,56.3,11.4,7.6,17.2,1.2,7.7,0.4,22.1,0.5,21.2,13.3,0.25,0.1,0.25,9.9,0.25,0.1,7.3,1,162,81,112,1.14,0.25,4.23
595095C,309085,171231,2.7,3.7,13,54,0.27,500,44,1.28,5.03,2.667,0.274,9.69,1.5,198.7,75.6,24,18.9,12.2,108.5,19.7,1.6,4.8,0.5,2.9,41.5,123,65.3,1197.2,27.9,1,36.7,9.7,8.4,31,0.7,5.3,0.25,11.7,1,12.1,3.8,0.2,0.25,0.25,4.7,0.4,0.3,0.2,0.5,199,35,69,1.37,0.25,7.87
595098C,314519,178881,0.7,2.4,19.6,56,0.17,500,100,3.05,0.34,0.869,0.376,7.49,19.3,119.5,96.5,28.7,50.9,25.7,172.8,21.7,1.8,22.9,0.8,13.1,122.5,87.1,28.4,181.5,15.2,1.1,34.1,4.4,1.8,3.8,0.8,3.9,0.5,37.2,1.1,8.7,2.3,0.3,0.5,0.25,3.9,1,0.25,5.8,5,475,41,71,2.37,0.66,30.88
595100C,317424,177598,0.5,1.7,16.6,55,0.34,500,100,2.69,0.29,1.093,0.316,6.7,13.5,106.6,81.8,22.2,38.9,30.5,148.1,18.7,1.8,17.8,0.9,12.7,107.3,67.6,38,301.3,16.4,1.3,39.6,6.9,4.3,6.6,0.5,4.1,0.2,37.8,1.1,10.5,2.8,0.25,0.3,0.25,5.8,0.9,0.25,6.9,4,380,51,94,2.68,0.25,3.2
595101C,306409,165586,0.6,4.4,17.6,56,0.1,500,100,3.01,0.33,1.072,0.328,8.55,18.4,143.3,988.6,35.7,186,32.7,108.3,21.4,1.9,47.4,0.6,14.2,120.7,65.6,28.2,220,15.6,1.4,34.1,2,2.5,5.4,0.5,3.3,0.4,16.6,0.6,9.1,3,0.1,0.4,0.5,3.4,0.9,0.25,6.1,4,408,39,74,3.58,1.06,4.59
595102C,326878,194078,0.7,1,9.9,69,0.19,500,100,1.69,0.48,0.638,0.147,3.21,7.5,62.1,106.8,8.9,22.4,13,66.3,9.3,0.9,8.4,0.5,10.6,65.6,72.1,20.6,724.9,11.5,0.7,21.1,1.7,3.1,17.4,1.1,2.3,0.25,25.7,0.8,7.7,2.6,0.25,0.2,0.25,4.9,0.7,0.1,3.8,2,258,27,51,1.43,0.25,0.7
595103C,310990,185292,0.3,1.7,15.9,59,0.08,500,100,2.81,0.24,0.845,0.128,5.24,14.8,90.8,69.5,22.3,24.1,12.3,86.9,16.4,1.8,29.9,0.2,13.1,101.3,49,23.1,270.2,16.1,0.6,26.8,5.1,2.8,6.2,0.2,3.3,0.5,21.5,0.2,7,1.7,0.25,0.1,0.25,2.3,0.2,0.25,2.9,5,356,33,57,1.11,0.25,1.11
595104C,312613,188840,0.7,1.1,18.7,46,0.14,42,100,2.87,0.13,0.877,0.693,8.17,15.1,102.8,78.7,86.3,23.3,31.4,91.6,21.5,1.4,77.6,1,47.1,120.4,74.6,46.7,183.8,17.1,1,72.6,12.5,3.5,4.7,0.7,9.2,0.8,40.5,1,9.4,2.2,0.2,0.2,0.25,3.4,0.3,0.25,14,10,365,78,122,1.03,0.25,3.08
595107C,307337,164160,0.8,3.5,17.8,58,0.17,500,100,2.85,0.77,1.266,0.412,8.01,21.9,147.5,452.3,38,112.7,31.5,110.4,21.2,1.4,38,0.6,12,110.3,80.6,33.6,286.8,17.2,1.6,33.7,7.8,5.3,5.8,0.5,4.3,0.25,16.9,1,9.8,2.7,0.25,0.4,0.25,3,0.7,0.25,4.7,3,417,41,79,1.98,0.73,1.94
595108C,311005,168729,2.4,2.4,10.8,62,0.12,500,100,1.42,2.97,1.408,0.152,5.29,17.2,111.1,74.5,14,14.7,7.3,61.2,15,0.6,9.5,0.4,13.3,47.4,102,42.4,569.2,16.1,0.6,26.3,3,4.2,15.1,0.9,4.3,0.25,17.3,1,10.4,3.6,0.25,0.25,0.25,4.7,0.3,0.25,2.4,2,200,30,55,2.24,0.25,0.5
595110C,315796,169423,0.8,1.6,19.3,56,0.29,500,100,3.02,0.34,1.229,0.647,7.81,18.5,127.3,89.6,28.5,39.2,23.9,141.6,21.8,1.4,31.4,0.4,10.8,124.8,75.1,38.8,277.8,18.5,1,43.4,8,4.8,7.3,0.9,4.3,0.3,24.5,0.7,13,3.2,0.5,0.25,0.25,4.5,1.3,0.25,6,4,479,54,100,3.68,0.25,1.51
595111C,310369,190605,1.8,1.4,17.7,55,0.12,500,100,3.72,0.49,0.71,0.231,4.41,11.1,77.9,50.3,7.7,10,9.5,92,21.1,1.9,24.8,0.3,10.7,180.8,84.5,19.5,157.8,16.1,0.6,19.2,0.7,2.6,4.7,1.2,2.9,1.2,93.9,1,7.9,3.5,0.25,0.25,0.25,11.8,0.1,0.25,2.3,22,358,29,56,1.25,0.25,0.99
595112C,311227,183952,0.1,1.1,11.8,63,0.12,500,100,2.14,0.1,0.814,0.346,4,10.2,58.7,45.7,36,20.8,11.4,72.1,12,0.9,16,0.6,19.5,71.4,35.9,27.5,514.1,14.1,0.2,25.6,3.8,3.3,12.3,1.1,4,0.4,22,0.5,6.4,2.1,0.25,0.4,0.25,2.5,0.1,0.25,4.8,3,297,29,51,1.34,0.25,1.4
595113C,316400,168447,0.8,1.5,16.4,53,0.32,500,100,2.5,0.52,1.201,0.443,7.12,16.8,113.2,76.1,26.9,36,25.9,121.7,19.3,1.7,27.5,0.7,22,104.5,76,39.2,322,18.1,1,37.8,8.4,2.8,7.5,0.8,4,0.2,29.3,0.6,12.2,3.2,0.25,0.4,0.25,5.3,1.4,0.25,10.8,6,382,50,93,5.8,0.25,1.16
595114C,305500,185555,3.2,0.8,14.8,62,0.2,500,100,3.29,1.24,0.342,0.288,2.22,4.7,23.3,16.8,8,5.3,6.5,51.2,16.9,1.7,7.2,0.3,4.7,158.3,124.6,29.1,374.8,8.7,0.9,68.6,11.5,1.4,10.6,2.2,2.2,1.1,38.3,0.7,42.5,12.3,0.25,0.4,0.25,8.4,0.2,0.25,1.2,10,317,130,241,2.18,0.25,0.7
595115C,320473,193435,0.6,1.2,14.9,57,0.15,500,100,2.33,0.25,0.862,0.701,6.45,12.4,90.5,84.5,59.1,43.2,20.9,136.2,15.3,1.5,21.2,0.4,16.4,88.4,60.7,28.8,283.1,16.3,0.9,49.5,9.9,3.7,8.8,0.5,3,0.4,27.3,0.7,10.8,2.7,0.25,0.2,0.25,2.6,1.2,0.25,6.5,3,370,69,133,2.47,0.52,1.59
595116C,305933,164047,0.8,2.7,18.8,54,0.23,500,100,2.78,0.56,1.252,0.585,8.94,17.6,155.6,115.1,36.2,85.4,36.9,150.4,22.9,1.4,72.2,0.8,18.4,110,109.7,35.3,203.5,17.1,1.6,37,7.4,3.9,4.6,1,4.1,0.4,20.6,0.7,10.2,3.4,0.25,1,0.25,3.2,0.9,0.25,6,4,455,44,81,4.44,0.61,2.79
595117C,319450,179284,0.9,2.5,16.4,57,0.27,500,100,2.49,0.45,1.041,0.243,7.77,15.4,123.7,60.5,27.3,29.4,50.3,198.7,21.8,0.8,26.9,0.5,20.4,95.3,69.9,64,369.7,25.3,2.3,52.1,10,6,9.3,1.2,5.1,0.5,51.9,1.4,11.6,3.7,0.25,0.5,0.25,5.3,1.1,0.25,6.8,3,370,58,108,2.88,0.25,1.72
595118C,318808,169296,0.9,1.7,17.6,59,0.2,500,100,2.58,0.28,1.131,0.367,7.17,15.8,109.7,87.1,24.3,41.2,27,128.4,20.6,1.1,23.9,0.5,12.8,106.4,84.3,37.3,309.6,17.6,1.1,39.3,2.3,2.9,8.5,1.6,4.2,0.1,32.7,0.8,12.3,2.9,0.3,0.25,0.25,5,2,0.25,5.1,6,413,53,100,2.6,0.25,1.42
595119C,312551,182271,0.4,1.6,17.5,59,0.18,500,100,2.69,0.14,0.927,0.219,5.76,13.7,82,71.4,19.7,33.4,20.4,100.4,18.4,1.3,14.9,0.5,11.4,100.5,80.7,26.2,237.8,17.2,0.6,27.4,6,1.9,6.2,1.1,4.4,0.7,24.7,0.6,8.8,2.4,0.3,0.5,0.25,3.3,0.6,0.25,3.7,5,447,34,58,1.79,0.25,0.96
595120C,316182,168304,0.9,1.8,18.4,56,0.25,500,100,2.71,0.58,1.399,0.319,7.58,16.4,125.1,83.6,23.3,40.7,25.1,121.6,21.4,2.3,24.1,1.1,18.9,110.7,79.9,41.2,368.4,19.8,0.8,43.9,6.1,5.6,9.5,1,4.4,0.6,24.8,0.6,13.5,3.7,0.4,0.25,0.25,5.9,1.5,0.25,9.5,4,410,55,100,2.92,0.25,1.12
595121C,308735,189852,2.3,0.8,15.7,60,0.11,500,100,3.5,0.54,0.485,0.175,2.63,3.7,37.6,25.1,5.9,6.7,8.7,142.8,16.4,2,24.6,0.2,12.9,187.1,77.4,16.7,181.7,12.5,0.5,23.3,1.5,1.2,4.3,2.7,2.1,0.5,224.8,0.9,11.8,5,0.25,0.25,0.25,11.8,0.3,0.25,3,21,238,44,80,1.21,0.25,0.81
595122C,317089,167583,0.9,1.7,18,55,0.24,500,100,2.68,0.49,1.195,0.398,7.56,15.9,113.5,85.8,25.2,42.4,24.1,124.5,21.3,1.9,23.5,1.1,22.2,109.7,81.2,37.2,327.4,18.1,0.9,44.2,4,4.2,8.6,1.8,4.3,0.6,26.5,1.2,12.4,3.3,0.1,0.7,0.25,5.4,0.9,0.25,9.9,7,418,52,95,9.57,0.25,1.24
595124C,308773,186966,0.7,0.7,21.3,49,0.11,500,100,3.29,0.05,0.9,0.085,8.27,19.8,120.8,89.5,14.6,15.9,30.6,35.7,23.9,2.3,25.3,1.5,21.9,136.6,77.7,22.1,200.8,20,1.1,34.2,2,2.9,6.1,1,3.2,0.4,28,0.9,11.3,2.8,0.3,0.25,0.25,2.9,0.2,0.25,9.2,9,405,29,53,1.79,0.97,1.46
595125C,317594,166864,0.9,1.7,16.7,56,0.26,500,100,2.45,0.57,1.222,0.46,7,19.3,114.1,95.4,23,41.1,32.8,124.6,19.9,1.8,22.1,0.8,22.9,100.3,82.1,37.5,413.1,18.3,0.9,40.2,4.3,3,11,0.5,4.1,0.6,40.6,0.3,12.1,2.7,0.25,0.25,0.25,8.8,1.2,0.1,10.8,7,388,49,89,4.72,0.25,1.21
595126C,311298,185601,0.6,1.4,19.6,49,0.14,500,100,3.05,0.06,0.908,0.197,8.7,18,110.3,79.9,18.2,15.6,25.7,70.9,21.7,1.6,24.6,0.8,40.1,126.8,72.6,26.5,201.3,17.2,1.1,35.2,2.5,3.8,6.4,1.6,3.5,0.25,31.1,0.6,10.9,2.5,0.25,0.25,0.25,3,0.6,0.25,14.8,9,381,43,69,2.35,0.25,1.45
595127C,307533,188205,2.1,0.9,17.3,56,0.13,500,100,3.88,0.59,0.414,0.108,2.56,5.1,36.3,18.4,5.7,5.2,12,133.5,19.4,1.1,9.9,0.3,16.1,213.2,96.5,13.5,179.9,10,0.8,19.2,3.7,1.2,5.6,1.8,1.5,0.8,61.5,0.7,12.4,6.5,0.25,0.25,0.25,13.4,0.4,0.25,2.5,19,305,40,72,1.25,0.25,0.54
595128C,322896,190154,0.9,1.3,18.6,58,0.22,500,100,2.9,0.26,0.932,0.667,6.89,16.3,112.1,90.9,50.3,69.5,27.7,171.2,20,1.5,23.1,0.6,11.2,113.9,86.4,32.2,229.2,15.7,1.6,41.2,6.5,2.8,6,0.8,3.2,0.1,26.7,0.8,11.5,3.2,0.3,0.6,0.25,3.4,2.4,0.25,6.9,5,555,51,101,2.64,0.54,1.6
595129C,312039,188298,0.5,0.9,18.4,44,0.15,69,100,2.71,0.11,0.93,0.611,8.06,17.6,99.1,72.8,55,20.8,36,80.7,19.9,1.6,92.4,1,54.9,113,67.2,55.4,178.7,18,1.2,91,12.6,5.4,5.4,0.9,17.8,0.2,35.1,0.1,9.2,2.6,0.2,0.1,0.25,4,0.2,0.25,17.8,9,324,81,119,1.26,0.25,1.26
595131C,315103,184509,0.7,1.4,17.4,57,0.11,500,100,2.66,0.19,0.861,0.452,6.2,12.6,87.3,70.1,22.9,31.7,15.7,132.4,18.3,1.8,20.6,0.6,19,104.1,97.3,25.7,227.5,15.7,0.6,29.1,2.8,3.3,4.9,1.1,3.9,0.4,24.5,0.9,8.7,2.1,0.25,0.3,0.25,3.4,0.7,0.25,7,6,423,39,72,1.44,0.25,6.25
595132C,306705,163763,0.7,2.4,16.7,53,0.24,500,100,2.5,0.55,1.338,0.663,8.68,17.5,148,120.3,43.8,57.8,33.2,140.1,21.1,2,59.2,1.1,18,99,88.6,33.2,236.4,17.2,1.8,33.2,4.4,3.9,6.2,0.9,3.7,0.25,23.5,0.6,9.8,3.1,0.25,0.7,0.25,3.5,0.6,0.25,8.2,4,408,42,81,1.69,0.25,1.3
595134C,317920,195420,0.7,1.4,19.6,49,0.15,500,100,3.02,0.27,0.939,1.037,9.06,18.4,121.2,124.2,92.7,118.4,25.2,352.3,23.8,1.6,35.3,0.9,55,132.8,83.5,34.1,197.1,18,1.4,73.6,9.1,3,3.9,1.2,3.2,0.7,40.5,0.7,15.5,3.3,0.2,2.4,0.25,2.6,1.5,0.25,17.9,5,443,117,237,1.77,0.62,1.86
595135C,313512,187950,0.9,1.4,18.1,52,0.1,42,100,2.92,0.2,0.932,0.551,7.78,17.8,100.9,77.8,14.8,13.4,10.2,60.4,20.3,3,28.5,0.8,37.3,125.3,78.7,31.2,210.2,18.3,0.8,41.5,7.1,3.8,4.5,0.6,3.1,0.6,36.2,0.6,9.7,2.1,0.1,0.25,0.25,6.2,0.9,0.25,15,7,351,61,116,1.55,0.25,1.95
595136C,312205,189867,0.8,1.7,18.7,50,0.13,500,100,2.96,0.47,1.124,1.604,7.46,19.3,103.7,85.8,37.7,31.1,17.5,116.7,20.9,2.6,30.6,0.6,20.2,113.3,95.6,42.1,156.1,19.1,0.7,30.4,2.8,4.4,3.7,0.7,6.1,0.25,28.3,0.6,8.5,2.1,0.3,0.4,0.25,4.6,0.6,0.25,5,8,488,41,68,1.44,0.25,1.23
595138C,317884,190835,0.5,1.4,16.5,56,0.16,500,100,2.75,0.25,0.929,0.527,5.81,13.3,87.6,86,32.2,51.6,22.8,324.1,17.8,1.5,38.5,0.5,52.6,104.6,67.8,37.3,260.5,18.3,1.4,89.8,15.8,4.2,7.3,1.6,5,0.5,40.9,0.1,14.1,2.7,0.25,2.5,0.25,4.6,0.9,0.25,13.3,5,393,139,284,4.7,0.25,1.7
595139C,309891,182061,0.4,1.5,16.8,54,0.2,500,100,2.7,0.23,0.865,0.381,6.09,12.7,90.3,71.4,27,42.7,28.2,162.3,17.4,1.4,26.3,0.5,11.7,100.1,73.2,32.2,264.9,16.1,1.2,37.7,8.2,2.5,7.6,0.7,4.3,0.6,34.9,0.1,9.1,2.3,0.4,0.2,0.25,3,1.1,0.25,6,5,399,42,75,1.86,0.25,2.62
595141C,303683,189588,2.5,1.5,16.4,56,0.14,500,100,2.91,1.2,0.712,0.212,3.87,5.6,63.1,32.5,16,8.2,12.3,95.2,20.3,0.9,18.1,0.4,17.3,151.6,160.9,16.5,299.3,14.7,1,29.4,5,2.3,8.6,2.2,2.9,0.6,46.1,0.1,16.1,3.3,0.25,0.25,0.25,11.6,0.3,0.25,3.3,18,399,53,99,1.3,0.25,1.08
595142C,311083,190036,0.7,1.1,17.6,46,0.17,500,100,2.92,0.17,1.033,0.639,7.72,16.2,101.7,76.7,30.5,17.2,17.8,74.9,20.6,1.9,44,0.8,32.1,119.1,68.7,27.8,208.2,21.4,0.9,35.3,7,3.9,5.8,0.8,3.4,0.3,49,0.7,9.8,3,0.4,0.25,0.25,5.3,0.4,0.25,9.2,10,361,44,76,1.38,0.25,3
595143C,319248,182347,0.7,1.7,17.4,52,0.26,34,100,2.91,0.44,0.826,0.896,7.43,16.9,105.2,82.9,49.4,45.7,44.2,548.1,21.6,1.6,40.2,1.5,31.4,125.5,75.1,88,258.5,19.7,2.4,60.9,13.7,5.9,6.6,0.7,6.7,1.3,71.8,1.8,11.7,3.5,0.25,2.8,0.25,5.7,1.5,0.25,14.5,5,479,67,94,3.68,0.86,1.52
595144C,311915,167758,1.5,2.1,16.2,55,0.17,500,100,2.38,0.93,1.199,0.252,6.37,18.7,110.3,71.3,21.8,27.7,18.8,93.1,19.9,0.9,28.2,0.4,19.5,93.4,74.1,51.1,408.6,19.8,1,42.4,9.5,5.8,11.1,0.5,5.2,0.25,23.1,0.2,15,4.9,0.25,0.25,0.25,6.6,0.6,0.25,6.5,2,301,53,97,1.93,0.5,1.24
595145C,308776,169426,2,3.4,13.1,53,0.15,500,100,1.7,4.16,2.695,0.278,8.82,1.5,179.1,115,20.5,23.9,11.6,99.8,19.8,0.9,13.9,0.5,15.3,55.8,118.6,48,1374.3,26.9,1.1,35.8,6.6,7.5,34,0.5,4.5,0.25,18,1.3,14.4,4.7,0.25,0.1,0.25,6,0.1,0.25,3.1,2,228,34,67,1.17,0.25,1.46
595147C,322858,191013,0.7,1.1,15,54,0.18,5,100,2.38,0.32,0.774,0.988,5.18,11.8,87.9,71.5,32.4,73.5,17.9,174.5,16.1,1.5,20.3,0.7,23.6,90.1,73.8,26.5,275.1,14,1,36.5,5.1,1.6,6.7,0.6,2.6,0.4,34.8,1,10,2.3,0.25,0.5,0.25,3.4,1.7,0.25,11.1,7,406,48,95,2.52,0.25,1.5
595148C,323362,191808,0.7,1,16.4,58,0.25,500,100,2.63,0.93,0.807,0.505,6.09,12.7,92.4,81.1,25.7,59,284.1,184.7,17.6,1.4,25.6,0.6,12.8,101.2,81.4,29.7,317.6,14.3,1.1,41.9,3.9,2.9,7.9,1.4,2.5,0.3,61,1.2,10.2,2.4,0.1,0.2,0.25,13.9,3.6,0.25,6.9,7,462,50,98,8.16,0.25,1.3
595149C,306941,186647,0.7,1.1,17.2,46,0.14,500,100,2.7,0.22,0.891,0.579,6.31,15.2,84,69.3,50,22.3,28.7,116.7,17.2,1.8,30,0.8,59.5,109.1,66.8,38.9,185.9,17.9,0.8,53.9,8.4,2.8,4.6,1.1,5,0.8,32,0.8,10.1,3.5,0.2,0.25,0.25,4.9,0.1,0.25,16.2,8,317,52,100,0.5,0.25,0.25
595150C,306852,186815,2.5,0.8,15.5,60,0.12,500,100,3.52,0.8,0.406,0.149,2.57,3.8,30.3,17.1,5.7,5.9,8.7,83.3,16.8,1.8,8.9,0.1,12.1,177.9,107.1,14.9,174.3,9.7,0.5,24.5,2.6,0.9,5.2,2.1,1.8,1.1,51,0.8,13.8,5,0.25,0.25,0.25,13,0.1,0.25,2.3,18,305,44,79,0.5,0.25,0.25
595151C,313491,169554,1.1,2.1,19.1,54,0.14,500,100,3.12,0.37,1.002,0.466,7.16,14,115.6,83.1,34.1,40.8,19.4,140.5,22.2,1.5,26.5,0.5,15.3,122.7,69,42.3,265.5,17.6,1.2,38.8,4.9,4.4,7.4,0.8,5.1,0.1,25.5,1.1,13,3.9,0.25,0.5,0.25,7.4,0.7,0.25,4.9,4,412,52,99,0.5,0.25,0.25
595152C,311698,184813,0.5,1.3,17.4,51,0.16,500,100,2.68,0.08,0.899,0.286,6.84,16.3,93.6,70.8,30,18.4,24.2,85.6,18.4,1.7,24.5,1.2,47.6,107.8,63.7,37.7,235.4,17.6,1,47.1,8.1,2.8,6.2,0.5,4.2,0.5,27.6,0.8,10.2,2.6,0.25,0.1,0.25,3.2,0.4,0.25,14,7,321,49,76,0.5,0.25,0.25
595153C,307377,168363,1.9,3.5,12.6,46,0.44,143,100,1.35,4.73,2.188,0.259,9.56,1.5,193,99.8,29.7,25.8,18.7,120.3,19.3,1.5,7.4,0.9,18,49.9,140.2,51.4,884.1,21.3,0.9,34.7,5,5.3,20.3,0.4,4.1,0.25,17,0.8,10.6,3.4,0.25,0.25,0.25,3.7,0.25,0.2,6.9,2,211,31,64,0.5,0.25,0.25
595155C,315922,180266,0.8,2.3,19.1,60,0.13,500,100,2.97,0.27,0.856,0.309,6.5,14.6,128,113.6,34.7,50.8,25,136.3,20.9,2.2,22.4,0.5,8.2,116.3,86.2,27.4,176,14.1,1.3,32.2,4.4,3.9,5.2,0.8,3.7,0.2,21.2,0.5,9.8,2.7,0.6,0.7,0.25,2.9,0.7,0.25,3.9,4,451,44,80,0.5,0.25,0.25
595156C,308519,183907,0.6,1.3,16.9,56,0.13,500,100,2.59,0.09,1.156,0.258,5.78,14.7,94.2,70.5,26.1,17.3,21.8,72.8,17.3,2,28.1,0.6,47.1,104.1,63,34.3,265.2,22.5,0.9,44.7,8,3.7,7,0.4,5,0.2,26.5,0.4,9.6,2.7,0.25,0.25,0.25,3.6,0.4,0.1,9.4,7,314,47,74,0.5,0.25,0.25
595157C,306294,186292,2.8,0.5,13.7,59,0.26,500,100,3.26,1.03,0.292,1.058,2.72,3.4,20.3,13.4,13.9,5.5,10.6,62.3,15.4,1.5,9.5,0.3,14.5,153.1,111.7,38.9,402.1,7.9,0.8,114.1,18.6,2,11.3,1.8,1.9,1.1,51.2,0.3,73.1,14.6,0.25,0.9,0.25,13.6,0.3,0.25,3.8,10,283,236,445,0.5,0.25,0.25
595158C,313569,180523,0.7,1.3,17.5,51,0.25,61,100,2.64,0.23,0.817,0.238,6.35,11.9,103.3,71.3,40.4,46.9,27.9,154.3,19.6,1,47.7,1.3,59.8,107.8,105.1,33.8,187.2,14.1,1.5,41.6,4.6,4,4.3,0.5,5.9,0.6,35.2,0.3,8.1,2.8,0.25,0.9,0.25,4.7,0.9,0.25,16.1,5,446,44,66,0.5,0.25,0.25
595159C,308181,169833,1.7,2.9,12.9,51,0.23,68,7,1.57,3.57,1.949,0.224,7.79,24,161.2,97.7,22.4,22,14.7,93.6,18.6,1.8,18.3,0.8,24.3,56.8,112.2,42.8,755.1,20.7,1.1,27.1,5.9,5.1,18.3,0.5,4.4,0.25,20.5,1.2,10.5,3.4,0.25,0.1,0.25,4.7,0.4,0.25,5,2,222,28,57,0.5,0.25,0.25
595160C,318175,186202,0.9,1.4,19.2,59,0.17,500,100,2.81,0.28,0.862,0.582,6.9,16,102.4,87.4,42.6,57,27.3,190.1,20.8,2,26.4,0.4,13.5,113.7,100.8,33.8,230.9,16.1,1.2,48.1,8.1,3.3,7.2,1.2,4.3,0.8,34,0.6,13.4,2.7,0.2,0.6,0.25,6.7,2,0.25,5.8,5,450,73,139,1.74,0.25,0.25
595161C,319116,193526,0.8,1.2,21.4,57,0.15,500,100,3.31,0.12,1.02,0.329,7.4,19.1,121.8,128.3,33,55.1,23.4,151,22.7,2.3,34.4,0.6,23.6,145.3,85.1,39.3,244,19.6,1.1,166.9,27.5,4,6.3,1,3.2,0.2,40.6,0.4,22.6,3.3,0.3,0.4,0.25,6,2.2,0.25,7.7,6,421,256,539,0.5,0.25,0.25
595162C,316606,166938,1,1.8,16.7,58,0.22,500,100,2.37,0.91,1.274,0.392,7.14,15.5,127.4,103,24.6,42.2,57.4,127.7,19,1.3,24.3,0.9,20.9,94,86.3,37.2,450.3,16.9,1.1,34.5,4.6,4.2,11.5,0.7,3.9,0.2,28.5,0.5,11.5,3.5,0.1,0.2,0.25,5.2,1.6,0.4,11,6,373,44,84,5.53,0.25,0.25
595163C,320508,193792,0.8,1.5,17.6,58,0.15,500,100,2.61,0.22,0.918,0.53,7.35,14.3,104.5,96.5,41.5,43,19.3,134.5,19.5,2,19.8,0.6,14.6,105.2,72.4,30.5,252.9,16.4,0.6,58.9,11.7,2.1,6.9,1.4,3.1,0.1,26.4,1,12.5,3.1,0.3,0.3,0.25,5.6,1.1,0.25,7.1,4,393,88,174,0.5,0.25,0.25
595165C,319625,189537,1.2,1.1,21.1,60,0.15,500,100,3.24,0.2,0.879,0.846,7.49,17,109.9,84.5,59,106.8,27.4,154.3,23.2,1.4,27.6,0.5,8.8,129.2,103.1,32.3,196.5,16.1,1.1,41.1,6,1.3,4.5,0.8,2.8,0.3,20.3,0.6,11.1,2.7,0.3,0.7,0.1,3,4.1,0.25,4.8,4,541,46,87,0.5,0.25,0.25
595167C,319077,191602,0.7,1.6,19.1,55,0.19,500,100,2.98,0.28,0.914,1.014,7.61,16.8,113.5,101.8,63.7,64.8,23.3,265.1,20.7,1.4,26.1,0.6,18.1,121.4,74.5,31.2,224.3,16.6,1,60.5,11,3.4,5.2,1,2.8,0.3,36.2,0.8,13.5,2.4,0.4,0.9,0.25,4.2,1.6,0.25,9.2,4,482,93,191,0.5,0.25,0.25
595169C,321472,190363,1.1,0.9,19.8,58,0.37,500,100,3.16,0.33,0.877,1.555,7.43,14.3,107.1,83.3,57.4,111.2,22.3,275.4,21.4,1.9,28.7,0.4,11.3,126.4,99.2,30.1,204.8,15.6,1.3,39.1,3.9,4.2,4.5,0.8,3,0.2,26.7,0.2,10.7,2.6,0.4,0.6,0.25,2.9,4.9,0.25,8,7,612,46,86,0.5,0.25,0.25
