Sample_ID,Easting,Northing,Na2O_%,MgO_%,Al2O3_%,SiO2_%,P2O5_%,S_mgkg,Cl_mgkg,K2O_%,CaO_%,TiO2_%,MnO_%,Fe2O3_%,Sc_mgkg,V_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Cu_mgkg,Zn_mgkg,Ga_mgkg,Ge_mgkg,As_mgkg,Se_mgkg,Br_mgkg,Rb_mgkg,Sr_mgkg,Y_mgkg,Zr_mgkg,Nb_mgkg,Mo_mgkg,Nd_mgkg,Sm_mgkg,Yb_mgkg,Hf_mgkg,Ta_mgkg,W_mgkg,Tl_mgkg,Pb_mgkg,Bi_mgkg,Th_mgkg,U_mgkg,Ag_mgkg,Cd_mgkg,In_mgkg,Sn_mgkg,Sb_mgkg,Te_mgkg,I_mgkg,Cs_mgkg,Ba_mgkg,La_mgkg,Ce_mgkg,Au_ugkg,Pd_ugkg,Pt_ugkg
586343C,249711,322772,0.3,2.9,20.6,63,0.16,500,100,3.24,1.04,0.818,0.084,6.15,14.8,140.1,128.8,18.8,75.7,35.8,104.3,21.8,1.2,9.5,0.6,4,126.6,98.5,29.2,191.5,16.3,1.1,38.2,5.6,3.8,3.1,0.3,3.3,1.1,26.2,0.4,12.1,4.2,0.1,0.2,0.25,2.4,0.7,0.25,1.3,7,437,46,84,2.78,1.42,0.99
586345C,196443,304433,0.1,1.2,10.2,55,0.24,2434,5,1.08,5.53,0.482,0.128,3.52,10.6,79,60.4,14.8,46.7,26.8,84.7,10.2,0.8,10.5,3.4,33.1,45,151.7,25.1,352.3,9.5,2,25.4,3.2,2.2,6.8,0.2,2.5,0.9,20,0.15,7,5.2,0.25,2.1,0.1,1.6,0.7,0.2,5.8,2,193,25,44,3.9,1.01,0.69
586346C,202310,296661,0.2,1.3,11.2,48,0.55,1443,100,1.37,1.89,0.552,0.332,5.52,9.9,91.3,73.2,23,53.1,44.2,168.8,13.4,0.6,11.9,2.8,33.8,73.1,92.9,33.8,130.5,10.4,2,38.6,5.6,2.9,2.2,0.1,2.4,1,28.5,0.15,7.5,4.3,0.2,4.2,0.25,1.9,0.6,0.25,11.6,3,434,34,60,2.8,1.13,0.64
586347C,197174,308213,0.5,1,7.9,75,0.22,30,100,1.78,0.69,0.472,0.083,2.21,3.9,49.9,102.6,6.8,15.8,14.2,52.4,6.5,0.7,6.1,0.8,8.6,47.7,55.9,16.9,1297.3,9.2,1.9,19,2,3.7,30.6,0.4,2.6,0.6,13.8,0.4,6.8,3.9,0.25,0.6,0.25,1.5,0.5,0.2,1.8,1,317,18,33,2.26,0.62,0.21
586348C,202769,304010,0.3,1.5,12.8,52,0.26,2266,6,1.26,3.74,0.611,0.138,5.44,11.4,93.3,76.8,17.6,49.6,26.1,125.2,13.8,1.3,10.4,1.8,26.3,74.2,256.1,19.6,201.3,12.3,2.2,25.9,2.5,2.6,3.9,0.8,1.9,1.3,22.7,0.2,8.2,4.3,0.25,1,0.25,2,0.5,0.25,10.5,3,185,27,53,3.81,1.07,0.6
586350C,198714,305523,0.2,1.3,10.6,52,0.3,1659,7,1.1,4.57,0.506,0.145,4,11.1,82.3,63.5,15.6,48.7,30.6,142.4,12.1,0.8,6.2,2.4,41.2,62.1,189.6,20.6,180.6,10.7,1.5,21.4,3.9,0.4,3.5,0.4,2.4,0.7,21,0.3,6.9,4.3,0.25,2.7,0.25,2.5,0.8,0.1,15.7,3,185,24,43,4.07,0.94,0.6
586351C,202911,301264,0.4,1.5,11.9,53,0.27,1199,100,1.19,7.14,0.588,0.213,5.67,11.2,84.8,76.4,16.7,43.3,18.7,101.8,13.1,1.4,8.5,1.2,22.5,78.7,276.8,18.8,229.7,10.7,1.6,29.9,4.1,2,5.4,0.9,2.2,0.2,16.7,0.3,8.5,3.8,0.25,0.9,0.25,2.4,0.7,0.1,12,3,179,31,57,2.04,0.87,0.49
586352C,206139,302054,0.3,1.5,11.4,46,0.2,3625,14,1.28,6.49,0.574,0.064,4.36,8.1,84.7,73.1,15.4,43.5,27.4,108.6,13.1,1,6.2,1.6,24.1,76.7,284.3,18.4,175.3,10.8,2,28.4,3.1,1.7,4.3,0.4,2.6,0.7,15.7,0.7,7.4,3.5,0.25,1.3,0.25,1.6,0.3,0.1,7.7,3,186,27,51,1.87,0.86,0.47
586353C,186146,344202,0.3,0.7,8.8,61,0.17,677,9,1.41,0.39,0.608,0.233,4.03,7.8,55.5,42.1,17.2,18,10.6,52.7,8.9,0.4,10.4,0.6,28.1,49.1,61.1,23.2,1149.6,13.7,1.2,23.8,7.3,1.8,25.3,0.5,2.6,0.4,24.3,0.8,9.4,3.8,0.25,0.3,0.25,1.8,0.6,0.5,7.6,2,315,27,51,2.51,0.6,0.24
586355C,196554,301283,0.2,1.5,7.5,41,0.45,1192,57,0.9,9,0.337,1.257,5.44,6.2,56.4,49.9,20.3,48.1,17,134.3,8.4,0.8,9,1.5,40.9,56.9,274.6,16,146.7,6.3,1.2,22.6,2.3,0.7,3.2,0.5,1.6,0.6,16.8,0.3,4.8,3,0.3,1.5,0.25,1.3,0.4,0.25,23.4,2,295,19,36,1.98,0.67,0.64
586356C,239044,290032,1.5,4.7,15.9,60,0.17,500,100,2.43,0.97,0.82,0.139,6.33,19.7,125.3,191.7,22.2,97.3,31.7,77.9,17.1,0.3,5.5,0.1,4.8,82.1,124.8,24.1,215.6,11.7,0.4,30.7,6.3,3.2,5.1,1,2.7,0.5,17.5,0.5,8.8,3.1,0.3,0.25,0.25,1.5,0.7,0.25,1.8,3,595,34,66,1.98,1.09,0.82
586358C,204914,301225,0.3,1.2,11.9,56,0.29,529,2,1.11,2.07,0.601,0.173,5.69,8.5,90.4,72.3,19.1,45.8,22.4,124,14,0.4,8.7,1.6,29.3,77.2,155.5,20.4,228.4,11.9,1.8,24.2,3.7,1.5,4.9,1.4,2.8,0.9,20.9,0.6,8.1,4.3,0.1,1.3,0.25,1.9,0.5,0.1,12,3,178,29,56,1.99,0.71,0.37
586360C,204155,320800,0.7,1.4,16.1,62,0.14,500,11,2.36,0.23,0.833,0.107,7.32,11.1,82.5,76.8,21.3,32.5,12,63,16.7,0.8,8.6,0.4,9.9,84.5,99,23.2,289.1,16,1.7,34,4.4,2.1,5.5,0.6,2.6,0.8,18,0.3,9.8,3.4,0.2,0.25,0.25,1.7,0.3,0.1,3,4,276,40,74,1.33,0.66,0.38
586361C,197439,300373,0.5,1.7,14.2,49,0.24,389,100,1.4,7.22,0.668,0.429,6.67,11.6,101,91,20.1,66.1,14.3,114,16.2,1.6,9.8,1,18.7,90.3,304.2,19.5,126.6,12.1,1,34,4.5,1.7,3.8,0.7,2.7,1.1,17.8,1,8.7,3.2,0.25,0.9,0.25,2.2,0.4,0.25,14.5,3,225,33,65,1.36,0.64,0.3
586362C,202320,299322,0.3,1.2,12.2,59,0.27,317,11,1.07,2.15,0.64,0.194,5.09,11.6,87.9,75.9,18,42.7,20.2,127.1,14,0.8,7.8,1.5,22.6,79.3,139.5,21.2,196.7,12.3,1.7,29.7,4.4,2.6,4.4,0.5,2.2,0.2,20.4,0.2,8.9,4.3,0.25,1.3,0.25,1.9,0.6,0.1,11.2,3,194,31,57,2.08,0.83,0.44
586363C,196233,302203,0.2,1.7,8.6,41,0.27,1072,100,1.17,17.3,0.429,0.522,4.8,7.8,70.3,55.3,13.7,46.6,31.5,139.1,9.3,0.7,9.4,1.8,16,51.3,340,19.5,146.2,7.9,1.7,22.5,3.2,1.5,2.4,0.5,2.1,0.3,38.6,0.4,5.6,3.8,0.2,1.1,0.25,5.1,1,0.1,11.9,3,265,24,41,4.38,0.97,0.71
586365C,242984,291828,0.5,1.5,5.7,50,0.11,5214,61,0.95,1.06,0.272,0.177,3.19,8.7,43,69.8,16.2,58.6,38.3,93.8,6,0.25,12.2,1,32.6,31.8,86.7,26.2,120.5,4.3,1.2,23.2,6.1,1.7,2.5,0.5,2.2,1.1,7.3,0.15,4.3,2.6,0.1,0.7,0.25,0.8,0.8,0.25,3.2,2,205,17,26,2.61,0.94,0.59
586366C,200926,308551,0.1,1.7,13,60,0.27,714,100,1.2,3.43,0.636,0.093,4.76,10.9,120.9,83.9,21.3,44.6,30.2,135.2,14.7,0.5,8.8,2.9,17.6,56.4,99,29.5,256.9,12.6,3.2,31.9,6.1,2.9,6.2,0.5,2.5,1.4,27.3,0.5,8.1,5.9,0.25,2.6,0.25,1.6,0.3,0.25,3.6,4,265,34,65,2.2,0.93,0.66
586368C,204992,300002,0.3,1.8,13,56,0.21,411,100,1.57,7.65,0.632,0.107,5.43,13.4,95.8,77.5,18.5,54.9,31.1,91.8,14.3,0.7,10.5,1.8,7.7,71.1,242.4,25,214.7,12.5,2.5,32.9,2.7,3.2,4.6,0.8,2.6,0.9,19.8,0.15,9,4.5,0.25,0.8,0.25,1.7,0.8,0.25,6.6,4,193,35,64,2.16,1.22,0.79
586369C,235129,301102,0.2,1.3,5.6,23,0.23,7655,97,0.85,1.88,0.358,0.109,4.64,10,58.4,72.2,16.6,56.6,59.5,168.9,6.9,0.25,23.5,2.2,48.8,34.3,106.5,20,100,5.6,2.5,27,2.2,2.3,2.2,0.3,2.7,0.6,20.8,0.1,6.1,4.7,0.3,1,0.25,1.1,0.8,0.25,7.2,2,336,19,34,5.47,1.31,0.98
586370C,239460,308396,0.15,1,5.8,35,0.19,3156,97,0.75,3.57,0.262,0.115,3.24,11,51.5,61.3,12.1,49.3,42.7,109.4,6.8,0.25,7.2,2.6,65.3,33.6,94.2,25,61.4,4.2,0.4,26.5,5.3,2.6,2,0.3,2.5,1,24.8,0.2,5,3.6,0.1,0.9,0.25,1.4,0.4,0.25,4.7,2,236,18,28,4.83,1.09,0.89
586371C,235633,296218,1.5,3.3,11.1,54,0.4,146,22,1.57,1.55,0.635,0.48,4.91,10.5,87,232.4,22.7,67,20.2,129.9,12.1,0.2,10.1,0.5,28.9,49,181.2,17.8,566.4,8.7,0.9,22.9,1,3,11.1,1.2,3.3,0.8,20.2,0.15,7.6,2.8,0.3,0.1,0.25,1.9,0.8,0.25,11.5,2,567,23,46,2.16,0.25,0.34
586372C,194586,302475,0.2,1.1,14,58,0.25,1717,7,1.33,1.37,0.611,0.085,4,12.9,105.2,77.2,16.7,53.6,41.3,110,15.4,0.8,9.1,4.8,16.5,61.8,153.4,28.4,182.7,12.2,4.6,34.4,6.9,2.5,4.2,0.5,3.1,0.7,23.2,0.3,9,7.2,0.25,2.9,0.25,1.7,0.7,0.1,7.9,3,257,33,59,2.94,1.13,0.71
586373C,195298,297538,0.15,0.7,8.5,28,0.1,14817.02,154,0.78,2.14,0.295,0.043,3.84,12.4,70.1,52.5,16.2,84,63.7,155.7,9.9,0.25,7.5,7,129.6,39.6,184.9,37,61.5,5.8,2.5,42.2,10.5,1.8,1.4,0.1,3.2,0.9,10.2,0.15,6.8,7.6,0.25,10.3,0.25,1,0.4,0.25,9.2,3,163,24,43,2.8,1.32,0.88
586374C,234650,289396,0.9,2.5,10.2,50,0.37,1250,100,1.48,1.13,0.626,0.171,4.88,13.6,90.1,129.8,23.9,62.1,33.7,110.4,11.2,0.6,7.4,0.7,25.1,50.3,115.8,26.1,226.3,8.6,0.6,28.3,5.2,2,4.7,0.2,2.7,0.4,19.1,0.2,6,2.7,0.1,0.2,0.25,1.4,0.5,0.25,6.7,2,477,25,47,2.42,0.98,0.76
586375C,203522,312086,0.15,0.6,8.2,74,0.28,500,100,0.7,0.63,0.457,0.217,5.65,7.2,85,56.8,25.7,29,26.1,105.2,8,0.8,13.8,1.3,21.8,34.6,59.3,21.8,634.1,9.4,6.5,23.7,3.9,2.1,12.4,0.2,2.3,0.9,20.4,0.2,6.3,5.5,0.1,1.2,0.25,2.3,0.7,0.1,6.9,1,162,24,44,1.43,0.62,0.47
586377C,265504,287206,0.8,1.1,6,34,0.23,2191,108,1.36,1.2,0.358,0.072,4.01,6.6,47.5,128.4,6.7,23.4,20.1,36,7,0.25,10.1,0.6,30.8,40.6,144.1,22.2,482.9,5.9,0.8,28.9,5.8,1.1,10.8,0.5,1.9,0.7,9.5,0.3,6,2.7,0.1,0.2,0.25,0.7,0.5,0.25,5.1,1,473,19,35,1.67,0.78,0.45
586378C,199806,313234,0.1,1.3,15.2,62,0.23,227,100,1.53,1,0.718,0.213,6.52,11.5,150.4,88.4,25.6,56.9,40.6,118.7,17.2,1,17.4,4.5,17,71.6,109,28.7,470.3,15,10,35.8,4.5,2.9,10.5,0.6,2.9,0.9,23.5,0.3,10.1,8.1,0.25,2.4,0.25,2.1,1.5,0.25,4.4,3,313,39,74,2.37,1.56,1.06
586379C,204936,321373,0.2,1.5,18.8,57,0.16,500,15,2.44,0.22,0.951,0.09,7.89,13.4,114.5,95.5,17.5,34.5,19.1,68,21.3,1.2,12.6,0.6,8.2,96.6,102.7,23.7,359.2,18.3,4.2,40.1,3.5,2.1,7.1,1.1,3,0.7,20.5,0.5,11.5,4.6,0.25,0.2,0.25,2.3,0.6,0.25,2.5,5,302,46,88,1.39,0.8,0.56
586380C,202151,295656,0.3,2,10.1,52,0.4,391,1,1.64,5.42,0.61,0.441,5.43,9.9,83.5,71,20.6,44.8,30.4,130.5,11.2,0.5,12.6,1.7,26.4,70.7,137.7,26.8,376.4,9.9,1.6,29.3,4.7,2.3,7.2,0.4,2.8,0.3,27.1,0.3,6.5,4.2,0.6,1.3,0.25,1.5,1,0.25,12.3,3,592,28,51,6.84,0.9,0.5
586381C,195420,299627,0.2,1.4,9,40,0.27,1285,7,1.14,9.83,0.449,0.255,4.36,7.4,63.8,54.4,14.4,50.6,25.3,106.3,11.1,0.9,8.7,1.8,30.7,62,284.1,16.6,111.7,8.8,1.4,25.3,4.2,1.4,2.7,0.2,2.1,0.9,15.4,0.15,6.3,3.9,0.25,1.4,0.25,1.4,0.6,0.25,17.2,4,171,21,38,2.36,1.03,0.6
586382C,199823,299480,0.2,1.1,9,54,0.29,427,100,0.85,7.91,0.473,0.381,5,8.5,69.9,62.5,18.3,41.4,19.5,116.2,9.1,0.8,9.4,1.5,22.9,56.1,304.9,19.6,234.4,9,2.1,26.1,5.4,1.2,5,0.5,2.3,0.4,17.9,0.8,6.4,3.9,0.25,1.7,0.25,2,0.3,0.25,12.8,2,197,25,47,2.08,0.87,0.4
586384C,233546,299140,1.1,3,14,60,0.3,500,100,2.11,0.79,0.828,0.395,6.65,13.6,106.9,148.3,29.7,73.7,26.5,143.6,15.2,0.8,19.7,0.5,17.3,71.7,92.1,25.7,477.9,13.3,1.6,31.8,4.8,2.7,10.3,1.6,3.6,1.4,29.7,0.6,8.7,3.1,0.5,0.6,0.25,2,1.1,0.1,8.4,3,560,33,67,2.49,0.79,0.53
586385C,195155,306513,0.2,1.5,14.2,57,0.29,594,100,2.09,1.17,0.687,0.327,5.81,14.1,117.7,86.7,27.2,49.4,33.8,155.3,15.4,1.4,11.4,2.1,15.2,83,95,28.2,587.3,13.9,3.4,35.7,6.5,2,12.9,1.1,3.2,1.2,27.9,0.3,10.6,6.3,0.25,2.6,0.25,2.7,1,0.25,4.7,3,492,36,70,2.81,1.19,0.73
586386C,200300,312757,0.2,1.3,16.5,64,0.29,1143,100,1.43,1.45,0.651,0.368,7.18,13.9,166,93,36.4,96,53.8,165.7,18,0.7,23.5,5.5,12.8,72.7,135.2,28,412.4,13.9,14.6,36.8,4.3,2.4,8.1,0.5,2.4,1.2,21.3,0.5,10.7,9.8,0.5,4.2,0.25,2.5,3.8,0.25,4,4,521,40,74,2.92,1.9,1.53
586387C,204154,323614,0.15,1,20.5,44,0.24,500,118,1.37,0.12,0.903,0.138,11.51,12.9,110.9,101.6,23.9,36.7,23.8,48.4,23.6,0.9,15.6,1.2,34.4,60.1,84,24.5,239.8,18.9,1.2,47,6.9,3.5,5,1.5,2.2,1,29.4,0.6,12.4,3.5,0.25,0.25,0.25,2.3,0.5,0.25,7.8,4,207,56,105,1.65,1.06,0.64
586388C,204091,306641,0.1,0.9,9.3,35,0.27,2979,32,0.71,3.2,0.417,0.078,2.98,11.5,68.1,57.9,8,39.5,35.8,66.8,11.4,0.1,5.2,5.9,22.1,39.3,250,30.1,102,8.2,0.9,34,5.1,3.4,2,0.7,3.1,0.9,13.4,0.15,6.8,11.7,0.25,1.4,0.25,1.4,0.1,0.25,8.9,3,198,27,46,2.74,0.83,0.72
586389C,258181,302493,1.1,2.9,14.2,56,0.23,500,100,2.8,0.6,0.676,0.814,5.81,11.2,97.8,147.7,40.4,76.7,20.4,158.6,16.6,0.7,11,0.6,21.9,100.8,85.2,23.2,321.2,12.3,2.2,26.7,2,3,6.3,0.5,2.1,0.6,22.3,0.2,9.5,3,0.7,0.2,0.25,1.9,0.7,0.25,7.6,4,782,32,65,1.72,0.67,0.3
586390C,197814,309000,0.4,1.8,11.6,61,0.34,244,100,2.05,1,0.64,0.264,5.46,10.2,109.3,95.7,21.3,44.6,29.9,155.7,12.8,0.2,16.9,1.7,20.9,72.1,80.1,27,514.1,11.6,4.5,27.8,4.2,2.3,10.8,0.6,2.9,0.8,39.5,0.2,8.8,5.8,0.3,2.5,0.25,2.2,0.7,0.25,6.7,3,515,31,62,3.27,1.15,0.65
586391C,203706,310215,0.15,0.7,9,61,0.41,500,100,0.72,0.9,0.51,0.337,6.76,7.7,83,57.5,29.3,34.1,19.8,129.2,9.7,0.3,14.9,1.4,21.5,38.2,67,24.3,434.4,9.7,4.1,26.9,3.5,3.1,7.9,0.5,2,0.8,24.7,0.3,6.6,5.4,0.1,1,0.25,2.8,0.9,0.25,8.2,2,178,27,52,2.08,0.78,0.43
586392C,238320,291565,0.3,1.4,7.3,22,0.34,6003,59,0.71,1.87,0.373,0.231,3.85,17.2,93,96.3,23.6,53.7,59.4,74.2,8.9,0.1,14,2,30.3,27.7,85.4,47.4,87.3,4.9,1.2,59,12.5,3.7,2.3,0.5,3.1,0.5,16.9,0.15,6.3,4.1,0.4,1.1,0.25,0.6,0.7,0.25,5.3,2,359,37,82,3.12,1.15,0.76
586393C,239918,294176,0.9,2.3,9.3,40,0.46,3714,45,1.31,2.33,0.534,0.133,4.35,11.8,75.9,109.7,19.2,53.9,41.8,120.5,10.9,0.4,10.9,1.3,38.9,43.9,165.7,20.8,156.3,7.2,2,28.7,2.9,3.1,3.8,0.4,3.2,0.8,17,0.4,7.8,5.1,0.3,0.2,0.2,1.2,0.7,0.25,9.9,2,458,28,50,13.11,1.06,0.7
586394C,202572,299229,0.3,1.4,10.9,44,0.23,1372,11,1.26,8.91,0.572,0.142,4.49,8.9,77.6,68.4,13.3,41.9,24.6,87.2,12.3,0.25,7,1.9,25.7,74.4,273.5,18.1,170.6,10.7,1.9,28,2.8,1.5,3.8,0.6,2.4,1.1,17.4,0.15,8.4,4.3,0.25,0.5,0.25,1.4,0.6,0.25,9.4,3,182,27,50,1.9,0.82,0.48
586395C,204720,322756,0.1,1,17.4,53,0.15,104,24,1.69,0.08,0.916,0.015,6.87,10.6,89.1,86.6,6.1,23.5,13.7,30.7,20,0.5,11,0.7,24.6,70.8,71.6,22.2,361,19.3,1.4,32.1,4.3,1.7,7.5,1.1,2.8,1.3,18.5,0.5,9.8,4.1,0.25,0.25,0.25,2.1,0.4,0.1,4.5,4,215,42,77,1.78,0.8,0.48
586397C,197209,299459,0.5,1.4,12.7,47,0.29,1576,100,1.19,6.9,0.657,0.213,6.21,11.6,92.1,85.5,18.2,55.5,19.3,149.3,14.2,0.5,10.9,2.1,24.3,87.1,339.5,20.6,164,11.5,1.4,30.4,1.7,2.3,3.6,0.5,1.8,0.6,21.3,0.2,8.3,4.7,0.25,1,0.25,2.1,0.4,0.25,14.8,3,195,31,58,2.9,0.85,0.55
586398C,251156,324611,0.4,1.7,9.9,39,1.51,2216,172,1.66,6.75,0.585,0.123,5.5,8.9,68,97.5,12,48.9,120,326.6,11.6,0.6,5,1.9,34.7,68.5,272.2,18.8,146,9.8,1.6,24.9,4.7,2.1,2.8,0.3,2.3,0.9,54.2,0.5,7,2.8,0.4,0.3,0.25,6.7,1.2,0.25,14.1,3,462,23,44,46.25,1.9,1.89
586399C,200947,313045,0.1,1.1,15.3,64,0.27,500,100,1.26,0.83,0.607,0.712,7.3,10.3,149.3,81.5,42.7,131.4,49,226.9,17,0.5,17.7,3.2,14.4,66.5,114.1,29.1,266.4,13.4,10.7,36.1,5.1,3.2,7,0.3,2.9,1.1,21.5,0.2,9,8.4,0.5,8.7,0.25,2.7,2.3,0.25,5.3,3,457,39,72,2.7,1.78,1.46
586400C,206688,303392,0.2,1.1,9.6,50,0.29,1799,30,0.94,3.55,0.468,0.114,3.95,10.7,73.1,62,14.8,46,25,143.2,10.8,0.25,7.3,1.3,42.4,61.4,192.1,21.3,188.9,9,1.6,23.5,3.3,2.6,4.1,0.5,2,1.1,21.8,0.1,5.9,4.2,0.25,1.4,0.1,2.3,0.5,0.25,10.2,3,164,24,46,2.84,0.65,0.56
586401C,181902,310855,0.7,1.5,8.2,63,0.21,500,100,1.67,7.69,0.502,0.077,4.6,9.3,51.9,64.3,11.4,27.6,14,60.2,8.7,0.8,11.9,0.6,3.4,52.8,213.7,19.4,437.7,9.2,1.1,23.7,2.2,1,9.3,0.3,1.8,0.25,10.2,1,6.8,3,0.25,0.4,0.25,1.4,0.3,0.25,1.1,2,275,24,45,6.77,0.25,0.15
586402C,173886,348956,0.5,1.6,12.4,50,0.17,552,11,1.91,6.64,0.671,0.235,6.84,11.3,84.1,83.2,21.7,54.2,20.7,105.5,13.2,1.2,14.6,1.2,42.5,80.3,177.3,25.1,660.1,11.9,1.4,38.5,3.1,2.9,14,0.5,2.3,0.8,24.5,0.6,10.7,3.6,0.25,0.3,0.25,2.3,0.7,0.25,15.4,3,416,38,75,1.99,0.92,0.56
586403C,170119,351007,0.1,0.5,1.6,8,0.21,8522,334,0.37,3.79,0.113,0.248,8.16,2.2,12,14.2,21.1,12.5,6,60.2,1.6,0.25,4.4,2.4,135.7,11,92.6,5.3,101.8,2,0.6,8.2,1.5,0.6,2.3,0.5,0.2,0.9,6.7,0.15,2.4,1.5,0.25,0.2,0.1,0.6,0.25,0.25,31.9,1,505,3,8,2.9,0.25,0.28
586404C,173092,348051,0.5,1.8,14.4,42,0.12,1824,100,1.86,15.37,0.658,0.11,5.96,10.4,96.2,86.9,17.4,49.7,12.9,66.7,16.5,0.6,13.2,0.8,20.3,86.4,287.6,16.9,94,11,0.9,34.3,4,0.8,1.7,0.3,2.3,0.8,16.2,0.4,8.7,2.9,0.1,0.2,0.25,1.8,0.3,0.25,11.4,4,254,35,65,1.51,0.79,0.5
586406C,179600,348336,0.7,2,14.5,47,0.13,1350,100,1.98,13.08,0.67,0.129,6.63,13,92.8,88,14.8,45.8,13.2,79.5,16.7,1.7,12.6,0.8,15.2,91.6,341.3,19.3,100.9,11.8,0.7,37.2,2.5,1.2,2.6,0.6,2.2,1,17.2,1.1,8.3,2.8,0.25,0.1,0.25,1.7,0.4,0.25,8.2,4,267,39,75,1.4,0.71,0.36
586407C,184970,315523,0.3,1.5,15.2,62,0.23,209,100,1.72,0.68,0.747,0.26,6.68,10.7,129.5,80.3,45.8,63.9,34.5,123.3,15.7,0.6,12.4,2.7,10,72.7,102.1,27.4,447.2,15.5,6.7,31,4.6,3.9,9.5,0.8,3.3,1.1,19.5,0.2,9.3,7.5,0.2,2,0.25,2.3,1.5,0.25,3,3,323,38,73,2.52,1.26,0.84
586408C,187703,322866,0.2,1.2,20.6,55,0.17,23,100,1.57,0.76,0.926,0.131,7.54,15.2,117.8,98.4,28.6,48.3,26.3,95.9,23.5,1.3,12.4,1.4,9.2,71.2,111.3,27.2,290.5,19.6,3.1,44.9,3.4,3.7,6.7,1.2,3.5,1.1,37.1,0.7,12,5.4,0.2,0.4,0.25,2.2,0.9,0.3,1.8,4,322,48,93,2.38,1.36,0.85
586410C,181472,317948,0.2,0.8,7.9,67,0.37,79,100,1.03,0.94,0.409,0.101,3.42,6.6,62.6,48.6,14.5,38,25.6,101.8,7,0.1,9.3,1.1,14.7,40.2,71.3,25.4,549.5,8.2,1.6,21.4,2.9,2.5,11,0.5,2.2,0.5,18.4,1.1,5.9,4.4,0.25,1.7,0.25,1.8,0.6,0.1,4.5,2,300,21,39,2.24,0.74,0.43
586412C,180932,348467,0.6,1.6,13.1,53,0.15,501,100,1.66,10.18,0.581,0.141,5.4,10,80.4,70.8,14.6,48.6,14.1,70.5,15.3,1.3,10.2,1,42.6,78.1,235.6,15.9,154.2,10.6,0.8,25.9,4.4,0.6,3.3,0.5,2.3,1.3,19.1,0.8,9.2,2.9,0.1,0.1,0.25,2.1,0.7,0.25,9.3,4,171,31,58,2.69,0.63,0.39
586413C,190120,322621,0.2,1.2,19.6,60,0.22,440,2,1.57,0.51,0.822,0.169,8,12.9,170.4,94.1,35.6,61,44.3,110.5,21.7,1.6,16.9,6.8,10.9,69.4,99.3,26.5,215.6,17,14.5,41.2,7.8,2.3,4.3,1.7,2.8,1.2,22.6,0.4,10.4,9.8,0.3,3.2,0.25,2,2.3,0.25,2.9,4,329,47,90,4.81,1.5,1.1
586414C,168803,347844,0.8,1.3,8.8,39,0.15,855,14,2.71,0.88,0.614,0.4,7.57,6.4,53,87.4,20,28.4,10.3,68.6,11,1.1,7,0.8,23.4,68.7,98.5,18.8,682.5,10,0.9,22.5,1.2,1.5,14.4,0.8,1.7,0.6,16.6,0.5,8.7,3.1,0.3,0.2,0.25,2.9,0.3,0.25,15.7,1,628,25,50,2,0.25,0.47
586415C,176293,352963,0.15,0.3,0.7,2,0.05,5242,650,0.09,2.97,0.07,0.068,1.64,2.9,7.5,10.5,2.5,6.9,3.6,8,0.9,0.25,6,2.8,149,2.6,66.8,3.7,41,0.9,0.1,4.3,0.3,0.3,1,0.5,1.5,1.1,8.1,0.15,1.7,2.2,0.25,0.4,0.2,0.5,0.1,0.25,13.6,1,130,1,4,40.6,3.24,0.05
586416C,183237,312503,0.2,1.2,9.8,58,0.55,204,8,1.38,1.94,0.412,0.205,7.2,8.7,148.8,68.6,24.3,67.9,47.4,138.5,10.8,0.9,34.3,3.1,19.4,56.7,88.8,30.5,208.6,8.5,8.5,28,4.7,3.4,4,0.4,2.1,1.2,35.6,0.4,6.3,5.8,0.1,2.9,0.1,2.2,2.8,0.25,7.5,2,379,29,49,3.51,2.14,2.34
586417C,165126,308870,0.2,0.8,6.2,35,0.34,1937,107,0.99,2.58,0.337,0.041,3.67,7.3,43.7,43.1,11,31.4,21.2,112.6,7.2,0.3,10,1,68.2,46,142,16.5,120.1,6,0.6,18.9,2.1,1.3,2.7,0.5,1.6,0.9,17.6,0.2,5.2,3.5,0.1,1.2,0.1,1.1,0.2,0.25,17.5,2,175,17,32,1.87,0.56,0.3
586418C,188773,322608,0.2,0.9,14.8,57,0.15,577,100,1.75,0.21,0.905,0.057,6.1,11.2,87.8,95.6,10.6,29.1,23.4,38.7,14.7,1.2,9.7,1.4,6.4,50.6,63.9,30.2,954,18.3,2.6,29.8,2.9,2.2,20.6,1.2,3.8,0.3,14,0.6,11.4,4.8,0.25,0.1,0.25,1.7,1.2,0.1,1,2,331,39,75,2.33,1,0.67
586419C,180700,353245,1.1,1.1,13,56,0.27,171,1,2.43,1.05,0.778,0.844,7.74,12.4,81,106.5,43.9,67.9,20,224.7,14,0.3,11.4,1.1,32.4,94,99.1,35.7,1108.9,13,1.2,46.7,8.4,4.6,25.2,0.9,4,0.6,33,1,12.5,4,0.3,1.7,0.25,1.8,0.2,0.25,17.3,3,577,47,91,2.43,1.14,0.62
